entity_type,entity_id,entity_name,season,mu,sigma
driver,1,,0,0.7461696863174438,0.0827295109629631
driver,2,,0,-0.4561339020729065,0.360806405544281
driver,3,,0,0.29203084111213684,0.1270097941160202
driver,4,,0,1.4023960828781128,0.08201678097248077
driver,5,,0,-0.5041137337684631,0.18951989710330963
driver,8,,0,0.9463347792625427,0.09121564030647278
driver,9,,0,-0.31459659337997437,0.2170233130455017
driver,10,,0,-0.7236387133598328,0.18588966131210327
driver,13,,0,0.3166171908378601,0.10808815062046051
driver,15,,0,-0.517533004283905,0.2617374360561371
driver,16,,0,-0.02777317725121975,0.1694832444190979
driver,17,,0,0.8672447204589844,0.18058381974697113
driver,18,,0,1.4451775550842285,0.1199844628572464
driver,20,,0,2.446321487426758,0.08388608694076538
driver,22,,0,-0.19437259435653687,0.27977919578552246
driver,24,,0,-1.0614584684371948,0.2802305221557617
driver,30,,0,-0.18665915727615356,0.21142643690109253
driver,37,,0,-0.3655812740325928,0.2867295444011688
driver,39,,0,-1.0379736423492432,0.24903418123722076
driver,67,,0,-0.17935846745967865,0.31475111842155457
driver,153,,0,-0.26992589235305786,0.2535780966281891
driver,154,,0,-0.18541203439235687,0.10809572041034698
driver,155,,0,0.08092933148145676,0.15469402074813843
driver,807,,0,0.1792605221271515,0.08788652718067169
driver,808,,0,-0.03661194443702698,0.18037354946136475
driver,811,,0,-0.25950783491134644,0.2161698341369629
driver,812,,0,-0.8306267261505127,0.6993891596794128
driver,813,,0,-0.3757716417312622,0.1296210139989853
driver,814,,0,0.15386320650577545,0.16130763292312622
driver,815,,0,-0.0023667598143219948,0.07890097051858902
driver,816,,0,-0.9636263251304626,0.26696133613586426
driver,817,,0,-0.28438207507133484,0.08009389042854309
driver,818,,0,0.034126900136470795,0.16141605377197266
driver,819,,0,-0.3683234751224518,0.21556544303894043
driver,820,,0,-0.7870035171508789,0.21228158473968506
driver,821,,0,-0.18693943321704865,0.1642283797264099
driver,822,,0,0.1883459836244583,0.08259312808513641
driver,823,,0,-0.5807015895843506,0.2873128056526184
driver,824,,0,-0.7007558941841125,0.19771993160247803
driver,825,,0,0.23620735108852386,0.12461673468351364
driver,826,,0,0.3484465777873993,0.11953392624855042
driver,827,,0,-0.06339847296476364,1.0569181442260742
driver,828,,0,-0.2268032282590866,0.1307060569524765
driver,829,,0,-0.39784079790115356,0.2816285490989685
driver,830,,0,0.41147103905677795,0.10380935668945312
driver,831,,0,0.0912201926112175,0.1909094750881195
driver,832,,0,0.5268463492393494,0.08957916498184204
driver,833,,0,-0.1240222230553627,0.3335142135620117
driver,834,,0,-0.21848911046981812,0.5070837140083313
driver,835,,0,-0.16812853515148163,0.20335173606872559
driver,836,,0,-0.28462231159210205,0.20958423614501953
driver,837,,0,-0.6310885548591614,0.43542906641960144
driver,838,,0,0.09336227178573608,0.19053883850574493
driver,839,,0,0.17716063559055328,0.0961805209517479
driver,840,,0,-0.08351687341928482,0.09595619142055511
driver,841,,0,-0.06571873277425766,0.16194412112236023
driver,842,,0,0.25886422395706177,0.10371693223714828
