step,loss
181,12075.290586471558
182,12171.292484283447
183,12148.467637062073
184,13609.219652175903
185,11842.169610977173
186,12717.185041427612
187,12503.256245613098
188,12270.54094696045
189,12701.934089660645
190,12327.141944885254
191,12887.35461139679
192,14479.1067943573
193,12730.653127670288
194,11672.463081359863
195,13319.432866096497
196,11525.222031593323
197,13173.56414604187
198,12228.82458114624
199,11571.88067817688
200,13315.900833129883
201,13107.281929016113
202,12097.464084625244
203,12268.974960327148
204,12231.127862930298
205,12154.360925674438
206,12185.62473487854
207,12056.389624595642
208,12388.201053619385
209,12133.752548217773
210,12475.558612823486
211,11690.979763031006
212,11567.03431892395
213,12061.336391448975
214,12009.355108261108
215,11976.746718406677
216,12305.10843372345
217,12257.937072753906
218,14530.264894485474
219,11666.889909744263
220,12801.913795471191
221,11773.507259368896
222,13067.260555267334
223,11759.199275970459
224,12359.204378128052
225,14203.944578170776
226,12091.41222000122
227,12118.60161781311
228,14182.597103118896
229,11564.56491470337
230,11348.737899780273
231,12078.143566131592
232,11484.408337593079
233,13278.579449653625
234,11915.722772598267
235,13060.412981987
236,11417.975358009338
237,12862.162672042847
238,12104.964178085327
239,12806.818099021912
240,12228.12250995636
241,12351.752856254578
242,11544.91375541687
243,12138.566652297974
244,12532.769613265991
245,11666.493196487427
246,13337.966564178467
247,12264.433568000793
248,11813.521934509277
249,12058.57208442688
250,11516.763201713562
251,12025.101006507874
252,11628.435510635376
253,12160.896500587463
254,11513.545744895935
255,12418.338886260986
256,11993.545460700989
257,12949.039684295654
258,11957.058087348938
259,11451.01881980896
260,12258.794094085693
261,12782.68203163147
262,12105.409140586853
263,11216.076519966125
264,11775.936023712158
265,11437.99376296997
266,12414.431713104248
267,13036.135740280151
268,11622.926283836365
269,11727.745193481445
270,12633.05433177948
271,12220.403144836426
272,11359.973741531372
273,11569.16902923584
274,11527.843830108643
275,11702.340418815613
276,14299.055610656738
277,12817.56531715393
278,12851.065082550049
279,11172.840229034424
280,11280.789694786072
281,11704.943567276001
282,11493.746168136597
283,12459.294961929321
284,11445.380620002747
285,12406.199871063232
286,11169.70967388153
287,12410.94206237793
288,11505.418273925781
289,11315.261494636536
290,12087.934317588806
291,11347.42196559906
292,16251.073356628418
293,12359.975394248962
294,12062.674050331116
295,11963.08406162262
296,11505.105563163757
297,11553.220291137695
298,12293.180716991425
299,12235.098184585571
300,12328.878237724304
301,11447.843992233276
302,11501.902319908142
303,11312.376045703888
304,11436.616611480713
305,12298.635040283203
306,11326.911220550537
307,11545.530597686768
308,12181.125547409058
309,11405.03988456726
310,11764.406957626343
311,11014.613905906677
312,11264.181092262268
313,12533.58649635315
314,11580.46202468872
315,11334.886775970459
316,11410.83072566986
317,12051.586884498596
318,11572.954177856445
319,12747.872643470764
320,13355.521942138672
321,11524.789701461792
322,11991.154821395874
323,11039.351510047913
324,11620.435968399048
325,11346.125015258789
326,11503.730936050415
327,12096.368584632874
328,11459.89665555954
329,12185.625091552734
330,11583.239036560059
331,11787.704285621643
332,11597.724872589111
333,11561.578928947449
334,11930.40884590149
335,11658.403166770935
336,12246.248363494873
337,11787.572896957397
338,11623.376556396484
339,11268.4935131073
340,12690.622539520264
341,11445.359230041504
342,11381.438640594482
343,11341.47457408905
344,11533.09527015686
345,11810.970487594604
346,11934.816955566406
347,12135.72566986084
348,12276.16967201233
349,12729.250290870667
350,11439.466433525085
351,11446.930238723755
352,11658.254971504211
353,12074.851115226746
354,12866.677070617676
355,11601.6051197052
356,11186.962166786194
357,11820.477120399475
358,11347.124857902527
359,12138.275411605835
360,11871.492795944214
361,11408.123960494995
362,11382.486684799194
363,11279.676722049713
364,11225.432851791382
365,11188.145362854004
366,12122.060368537903
367,11221.472321510315
368,11631.048771858215
369,11471.366966247559
370,11925.54702949524
371,12031.266319274902
372,12262.584203720093
373,11977.807989120483
374,11640.137793540955
375,11228.041408538818
376,11313.335081100464
377,11368.204336166382
378,11351.94262123108
379,11336.102995872498
380,11734.656851768494
381,11584.353494644165
382,11282.317339897156
383,11081.2601852417
384,11441.383888244629
385,11398.754943847656
386,11030.576630592346
387,11126.35823726654
388,11594.207112312317
389,11315.6481924057
390,11581.994050979614
391,11312.473752975464
392,11672.453676700592
393,11763.905119895935
394,11345.596612930298
395,11765.454100608826
396,11362.491704940796
397,11746.694489479065
398,11958.681577682495
399,11722.555037498474
400,11352.03611946106
401,11168.91038608551
402,11280.082250118256
403,11604.840796470642
404,11376.235795021057
405,12205.848944664001
406,11217.354844093323
407,11418.18493270874
408,11205.600009918213
409,11176.388047218323
410,11544.643384933472
411,11785.579439163208
412,11679.709416389465
413,11319.28859615326
414,11547.530829429626
415,11241.36665725708
416,12150.439865112305
417,11326.059404373169
418,11413.552194595337
419,11499.250127792358
420,11965.703545570374
421,11425.293935775757
422,11354.11746931076
423,11055.873697280884
424,11512.659889221191
425,13552.685076713562
426,11114.712231636047
427,11385.367328643799
428,11423.12771320343
429,11072.04525756836
430,11122.83378982544
431,11706.62636756897
432,11005.616919517517
433,11388.112278938293
434,11385.467661857605
435,11194.02384853363
436,11509.292945861816
437,11312.21255350113
438,11582.949971199036
439,11476.363636016846
440,11092.859090805054
441,11598.139993667603
442,11065.131103515625
443,11153.007273674011
444,11375.914501667023
445,11119.80546951294
446,11026.572597026825
447,11242.487612724304
448,11194.775829315186
449,11243.995175361633
450,14838.825542449951
451,11109.954143047333
452,11359.426918029785
453,11230.760559082031
454,16416.851739883423
455,11487.345520019531
456,11546.185249328613
457,11727.04099559784
458,11966.98657798767
459,12337.919979095459
460,11255.501182556152
461,11365.571154594421
462,11095.989527702332
463,11073.158067703247
464,11439.683138370514
465,11008.107697486877
466,11530.262306213379
467,11693.470703125
468,11055.24003124237
469,12213.363364219666
470,11686.032009124756
471,11121.772583961487
472,12449.350646972656
473,11993.932847976685
474,13130.831727981567
475,11473.841927528381
476,11343.768419265747
477,12373.984456062317
478,11750.572403430939
479,11529.376144886017
480,11011.974189281464
481,11177.166915416718
482,11125.802470207214
483,11742.590600967407
484,12495.355576515198
485,11084.120738983154
486,11184.121758460999
487,11099.401112556458
488,11696.383745193481
489,11359.702998161316
490,11203.51583147049
491,11729.843811035156
492,10956.02966928482
493,11082.066182136536
494,10967.426810264587
495,11117.345202445984
496,11276.529071331024
497,10965.742389678955
498,11770.610278129578
499,11275.075867652893
500,11878.166167259216
501,11403.73186635971
502,11572.510514259338
503,11397.277481555939
504,11213.74678516388
505,10954.720807790756
506,11624.485577583313
507,10921.789874315262
508,11111.858697891235
509,10966.641647338867
510,11376.788607597351
511,11676.027926445007
512,11124.807088375092
513,12288.44981765747
514,11207.163090705872
515,11526.016533851624
516,11374.946356773376
517,11175.623762130737
518,11510.239537239075
519,11010.35183763504
520,11613.485816001892
521,10954.016771316528
522,11300.388326644897
523,11362.881618499756
524,11124.81810092926
525,11665.414121627808
526,11693.589267730713
527,11063.538649082184
528,11144.60813331604
529,11047.895370483398
530,11406.835465431213
531,11073.24948310852
532,11113.605074882507
533,11289.487692832947
534,11315.010104179382
535,11093.396427154541
536,11843.03025150299
537,10846.888332128525
538,11230.660597801208
539,11668.041418075562
540,11027.958779335022
541,11496.702308654785
542,12647.777612686157
543,11538.12242102623
544,11062.902354478836
545,11587.256658554077
546,11349.964975357056
547,10995.932568788528
548,11156.000462532043
549,11167.181135177612
550,11043.482720375061
551,11188.186627388
552,11228.156969547272
553,10875.405665874481
554,10999.6858355999
555,11637.734884262085
556,11280.213403701782
557,11054.430472373962
558,10956.523347377777
559,11324.221190929413
560,11195.064292430878
561,11086.057165622711
562,10903.993729114532
563,11036.094559669495
564,11060.649205207825
565,11185.791947603226
566,11831.510776042938
567,10994.362080931664
568,11040.999776363373
569,11099.61381649971
570,11279.619190692902
571,11774.824584960938
572,10883.32407283783
573,11113.663823127747
574,11211.549974918365
575,11170.094846725464
576,11024.7459897995
577,11318.198553085327
578,11007.383395671844
579,11587.967762947083
580,11221.234756946564
581,10963.734578609467
582,10890.853587150574
583,11518.50472688675
584,10994.550513267517
585,11036.727306842804
586,11130.82966041565
587,10961.362965583801
588,11187.254929542542
589,11036.488356113434
590,11881.83064365387
591,11098.55652809143
592,11191.4543466568
593,11213.430315732956
594,10899.406440019608
595,11085.68346452713
596,11779.722506523132
597,11178.51665019989
598,11625.936873435974
599,11304.518824338913
600,10929.862045407295
601,11346.703040122986
602,11008.449355840683
603,11379.115849018097
604,11217.44564127922
605,11083.425187826157
606,11048.766112327576
607,11165.949940681458
608,10945.923097968102
609,11105.999694824219
610,11160.091813087463
611,10998.717741012573
612,10820.173985481262
613,11431.28894996643
614,10968.927561163902
615,10975.79585313797
616,10972.681002616882
617,11244.375727176666
618,10938.5293674469
619,10909.059913635254
620,10966.232137203217
621,11504.4482421875
622,11031.566914319992
623,11706.318548202515
624,11440.40763759613
625,11068.834921836853
626,11128.958627700806
627,11290.13377213478
628,10893.158522844315
629,10975.701247692108
630,11489.16691493988
631,12707.566840171814
632,10983.786855220795
633,11243.560848236084
634,11578.236989021301
635,11008.669330358505
636,11676.948915481567
637,10962.500094413757
638,10859.905314445496
639,10932.867990732193
640,10885.636989355087
641,11092.837528705597
642,10871.918991446495
643,10900.843466997147
644,11055.267382621765
645,11023.290665626526
646,11196.568807601929
647,10981.122463226318
648,11143.155660629272
649,10964.393651485443
650,11350.133253097534
651,11010.838849544525
652,10961.025508403778
653,10979.382992744446
654,11988.349800109863
655,11000.518847465515
656,11144.19102716446
657,10888.77943700552
658,11477.096425771713
659,10948.072700500488
660,11084.015312433243
661,10996.783079147339
662,11023.73778617382
663,11090.676705360413
664,11303.77723121643
665,11473.533297538757
666,10967.565593242645
667,11010.52142047882
668,10888.68318259716
669,11118.832504272461
670,10982.465371608734
671,11381.619035720825
672,11002.570655345917
673,11037.011452674866
674,11081.127392292023
675,11275.409476995468
676,11179.959295749664
677,11222.283282279968
678,11004.069338321686
679,11219.991786241531
680,10918.882785975933
681,10902.682057142258
682,10948.598384857178
683,10915.667555570602
684,11163.568733513355
685,11118.337171554565
686,10957.485233902931
687,10871.648117303848
688,11058.889965355396
689,11087.341510772705
690,11212.893943071365
691,11033.413593888283
692,11006.194130659103
693,10839.434319853783
694,11205.509762883186
695,10938.559863686562
696,10998.666159152985
697,10978.464942991734
698,10879.961065769196
699,11645.751768350601
700,11284.491744041443
701,11351.475427150726
702,11146.947269439697
703,12405.229773521423
704,11146.49855196476
705,10933.738611221313
706,10862.137948513031
707,10858.391078948975
708,10918.525153636932
709,11306.047357559204
710,10942.960860490799
711,11010.945049285889
712,10895.21767950058
713,11087.461382865906
714,10784.511816680431
715,11051.488362312317
716,10841.717068195343
717,11221.25853306055
718,11123.879047393799
719,10887.811184227467
720,11088.29663670063
721,11110.043820858002
722,10929.839978814125
723,11080.035051345825
724,10834.78240275383
725,11232.273305892944
726,10841.235085487366
727,11050.207655906677
728,10926.764009773731
729,10793.446728944778
730,11361.382871627808
731,10912.015282988548
732,10887.888495922089
733,10886.443276762962
734,11071.601731777191
735,11020.416866779327
736,10961.599650382996
737,11122.676964759827
738,11024.23904800415
739,10906.345747113228
740,10829.322320222855
741,11165.272911310196
742,11356.342753887177
743,10853.90491104126
744,11082.132119178772
745,10901.749619960785
746,11561.744530677795
747,10959.527208566666
748,11105.61942768097
749,11541.954194784164
750,11016.301852226257
751,11034.216876029968
752,10824.608151078224
753,10894.581122875214
754,11073.098389148712
755,11004.205666303635
756,10880.612703800201
757,11070.198303699493
758,11151.457111120224
759,10878.991558790207
760,10905.216772556305
761,10908.935562133789
762,10874.41683793068
763,10852.782622337341
764,11073.975902080536
765,10850.456976413727
766,10871.28654718399
767,11188.319104671478
768,10891.176699995995
769,10962.02091985941
770,10892.13296699524
771,11041.784035682678
772,10975.765273571014
773,11198.081649780273
774,10928.113581418991
775,11425.174134612083
776,10814.343565225601
777,10850.557874321938
778,10869.146933078766
779,11190.399253487587
780,11305.454447746277
781,11076.120244026184
782,10866.4545211792
783,11030.294813156128
784,10931.405640125275
785,10913.38106918335
786,10919.59930741787
787,10934.080162286758
788,10925.635404706001
789,11084.75177025795
790,11498.597311496735
791,10917.284813642502
792,10978.561880111694
793,11272.23523235321
794,11116.357100009918
795,11014.842548429966
796,10814.580501258373
797,10945.04135131836
798,10905.841407775879
799,10978.412118434906
800,10855.627419888973
801,12539.199236989021
802,11083.48750591278
803,10840.79330432415
804,10852.87266176939
805,10948.957643508911
806,10760.909757554531
807,10869.640286922455
808,10841.579636096954
809,10987.948573172092
810,10836.141533017159
811,11353.057015895844
812,11557.840707302094
813,11156.776956558228
814,10830.745656490326
815,10876.405029535294
816,11018.207716464996
817,10848.936225414276
818,10954.124630451202
819,10882.379763841629
820,10937.063445210457
821,10913.05636548996
822,11015.606623768806
823,10817.441469430923
824,11275.376895904541
825,10903.54507470131
826,10879.740599155426
827,11058.972558617592
828,11014.664397716522
829,10831.795824050903
830,10837.594178676605
831,10903.42786192894
832,10886.410978794098
833,11307.320010781288
834,10815.901595234871
835,10815.24793457985
836,10854.385300278664
837,10963.919768929482
838,11047.1976583004
839,11129.467727184296
840,10873.876136541367
841,10907.378013670444
842,11127.690982103348
843,11031.623342514038
844,10853.88115286827
845,11757.28735113144
846,11201.35668849945
847,10883.3711643219
848,11175.16207832098
849,10868.341444551945
850,10860.24162721634
851,10813.849797964096
852,10985.14972436428
853,10948.280197739601
854,11243.769334435463
855,11007.194937944412
856,10966.554985046387
857,10910.356414556503
858,10925.1208319664
859,10869.680890202522
860,10995.982766628265
861,10817.523067235947
862,11276.721302986145
863,10820.221815347672
864,10893.958208620548
865,11388.81235575676
866,11190.129466950893
867,11087.283788740635
868,10938.081055879593
869,11017.74933719635
870,11245.248395562172
871,11273.036987304688
872,10863.530082702637
873,10874.970322012901
874,11022.486337423325
875,10941.511781692505
876,10856.47760796547
877,10930.635902643204
878,10784.443591117859
879,10848.726884543896
880,10922.234335899353
881,11048.202839314938
882,10891.611464977264
883,10886.864411592484
884,11013.673362255096
885,11183.825100421906
886,10890.410418510437
887,10833.528271436691
888,10845.341242790222
889,11152.03734922409
890,10971.882730960846
891,11102.441622972488
892,11011.072407722473
893,10886.787744522095
894,11095.304232776165
895,10897.52802658081
896,11175.209107875824
897,10898.725977897644
898,10885.885611832142
899,10925.332855463028
900,10819.761913836002
901,11250.73854970932
902,11138.472873449326
903,10827.985005140305
904,11019.565452814102
905,10800.238149642944
906,11176.216997385025
907,11255.456506729126
908,11454.170151889324
909,10898.497341811657
910,10800.090072631836
911,11200.593199253082
912,11035.460860729218
913,11096.175205945969
914,10782.761698246002
915,10844.922153949738
916,10978.397712230682
917,10819.81354522705
918,10951.511061429977
919,11368.160336732864
920,10891.378152132034
921,10961.46221446991
922,10839.821667671204
923,10857.101637482643
924,10833.962977528572
925,12643.453722953796
926,10792.19957959652
927,10957.758222341537
928,10853.340761184692
929,11215.953487873077
930,10829.174866437912
931,11311.335575342178
932,10956.823737382889
933,11193.98852610588
934,10784.849684476852
935,11139.559288263321
936,11644.01445388794
937,10923.522594928741
938,10800.301303625107
939,10922.871324539185
940,10907.793902039528
941,10790.971625804901
942,10829.426332235336
943,10895.607253789902
944,10816.313451170921
945,10785.543084144592
946,10843.286177515984
947,10814.204989433289
948,11094.178193092346
949,10815.768874168396
950,11090.015869617462
951,10930.748768985271
952,10864.201951503754
953,10867.589275836945
954,10805.264810800552
955,10898.441522836685
956,10932.613020181656
957,10843.709753036499
958,11103.597156822681
959,10998.82015132904
960,11042.197153568268
961,10878.151256084442
962,10750.191107273102
963,10776.598485469818
964,10868.494591593742
965,10867.01278746128
966,10816.015804767609
967,10867.261494874954
968,10799.915156364441
969,10790.719622731209
970,10931.2654337883
971,11132.58853149414
972,10948.442584991455
973,10810.063269495964
974,10797.169243812561
975,10845.855501651764
976,10995.416386961937
977,10872.013611793518
978,10786.416478276253
979,11222.884905576706
980,10784.943252325058
981,10848.937552690506
982,10815.848384320736
983,10819.079694032669
984,10880.009932935238
985,10973.8905210495
986,10965.092886567116
987,11576.327945709229
988,10938.925941467285
989,11459.136742711067
990,11015.020285665989
991,10880.85513663292
992,11178.435792446136
993,10793.237803459167
994,10785.82961165905
995,10757.508120536804
996,10959.972708940506
997,10815.953649044037
998,10824.868400812149
999,10816.525431156158
1000,10794.951640248299
1001,10775.017789721489
1002,10817.938196361065
1003,10834.756556034088
1004,10992.6255068779
1005,10813.973173379898
1006,10860.581725597382
1007,10991.828777074814
1008,10761.728518486023
1009,10764.136887311935
1010,10801.529378890991
1011,10821.318831443787
1012,10747.63999414444
1013,10836.846537590027
1014,10939.618389606476
1015,10833.563302755356
1016,10940.972133874893
1017,10731.016003131866
1018,10756.663661003113
1019,11102.562247395515
1020,10983.039056181908
1021,10754.918511390686
1022,10817.63374531269
1023,11133.588556170464
1024,10915.792406082153
1025,10805.518300533295
1026,10974.863768100739
1027,10778.247792243958
1028,10967.581344127655
1029,10845.235852718353
1030,10764.908665418625
1031,10949.913118600845
1032,10855.860410690308
1033,10965.805683135986
1034,10837.648478746414
1035,10839.361526846886
1036,10992.301779150963
1037,10837.620577573776
1038,10828.34336066246
1039,10906.182034611702
1040,11071.446335077286
1041,10816.41695857048
1042,10829.39090871811
1043,10808.842319488525
1044,10857.440464735031
1045,10855.443043708801
1046,11110.011152982712
1047,10852.513757824898
1048,10832.895476102829
1049,12026.097057521343
1050,11259.06973350048
1051,11112.299347162247
1052,10835.633235692978
1053,10877.366438567638
1054,10837.389128923416
1055,11356.658812403679
1056,10776.140406608582
1057,10860.63010931015
1058,10935.55503833294
1059,10803.933908462524
1060,11110.506510734558
1061,10925.023724496365
1062,10871.755356788635
1063,10764.89080619812
1064,10778.059522628784
1065,10832.35023099184
1066,11323.926939845085
1067,10825.580419182777
1068,11778.25971186161
1069,10858.260246038437
1070,10987.953550815582
1071,10963.50675368309
1072,10777.99237382412
1073,10784.829663515091
1074,10756.040375113487
1075,10759.130717515945
1076,10850.90829885006
1077,10796.923444271088
1078,10801.389817237854
1079,10804.307398557663
1080,10828.595739364624
1081,10767.913513183594
1082,10818.068081855774
1083,10790.518990039825
1084,10975.215821504593
1085,10752.908960819244
1086,10850.830775260925
1087,11154.066794633865
1088,10889.271644115448
1089,10802.888856172562
1090,10885.859671592712
1091,11061.636617660522
1092,11107.374203920364
1093,10781.839280366898
1094,10875.83360528946
1095,10788.956331253052
1096,10828.73462176323
1097,11046.889480113983
1098,11210.353016853333
1099,10848.792105674744
1100,11071.552357912064
1101,10852.392064929008
1102,10819.371140480042
1103,10804.294950246811
1104,10853.080195426941
1105,10756.75851547718
1106,10864.171877264977
1107,10823.356680750847
1108,10778.97128367424
1109,10888.312291383743
1110,11190.814973711967
1111,10786.05889415741
1112,10995.206651210785
1113,10926.795450806618
1114,10800.86897110939
1115,10738.679178237915
1116,10993.230047225952
1117,11314.995757579803
1118,11100.725107073784
1119,11101.484200000763
1120,10861.525775432587
1121,10949.756572246552
1122,10891.639931678772
1123,10991.21538901329
1124,10911.258417844772
1125,10851.151291370392
1126,10794.386096954346
1127,10901.0628221035
1128,10907.934960603714
1129,10842.680964946747
1130,10796.070450782776
1131,10942.457462072372
1132,10775.800298213959
1133,10774.693664073944
1134,10770.30381679535
1135,10731.301147937775
1136,10926.426543951035
1137,10834.587447464466
1138,11147.808463096619
1139,10882.870310902596
1140,10755.855005264282
1141,10902.590474367142
1142,11083.060754776001
1143,11334.53946352005
1144,10757.941097259521
1145,10840.968031287193
1146,10901.938292384148
1147,10896.461753845215
1148,10854.372528553009
1149,10818.20301246643
1150,10773.112642765045
1151,11001.574605464935
1152,10802.651886940002
1153,10850.253675460815
1154,10807.328091859818
1155,10778.588258743286
1156,10792.175962686539
1157,10778.610345363617
1158,10893.699333906174
1159,10896.26614189148
1160,10797.114322066307
1161,11288.681233406067
1162,10771.824164867401
1163,10743.638519406319
1164,10806.675127506256
1165,10790.131264448166
1166,10752.472866773605
1167,10903.917711257935
1168,10843.682187318802
1169,10835.610181331635
1170,10798.690318346024
1171,10837.580691337585
1172,10943.176820755005
1173,10788.372117877007
1174,10766.424052715302
1175,11007.260626077652
1176,10831.827733516693
1177,10782.709375858307
1178,10859.50393295288
1179,10795.400950670242
1180,10759.531420707703
1181,10796.509027600288
1182,10892.496082305908
1183,10980.219912528992
1184,10815.429112911224
1185,10796.275734186172
1186,10795.653629302979
1187,10744.418699979782
1188,10930.796442866325
1189,11224.607803225517
1190,10860.188408613205
1191,11878.923355400562
1192,10756.400361061096
1193,10818.280971169472
1194,10763.778587937355
1195,10903.822099089622
1196,10774.01742553711
1197,10753.035679340363
1198,10889.896612167358
1199,10890.216275691986
1200,10906.334484100342
1201,10767.262404799461
1202,10778.296471118927
1203,10874.211584568024
1204,10777.293316602707
1205,10767.921818494797
1206,10806.219660758972
1207,10743.177814483643
1208,10753.605501651764
1209,11042.458310127258
1210,10757.07121706009
1211,10873.24523639679
1212,10853.418275117874
1213,10901.043295741081
1214,10808.798876047134
1215,10741.633921861649
1216,10846.40387916565
1217,10837.959493160248
1218,10773.448389053345
1219,10993.09171628952
1220,10964.023907661438
1221,10857.76913356781
1222,10804.511366844177
1223,10824.55645108223
1224,10789.481121301651
1225,10778.306642532349
1226,10827.062602519989
1227,10793.224789619446
1228,10765.564052581787
1229,10780.661185741425
1230,11052.59750008583
1231,10780.120685338974
1232,10764.320315599442
1233,10771.497985959053
1234,10785.866601467133
1235,10780.13442993164
1236,11157.917113304138
1237,10805.512642502785
1238,11097.252561807632
1239,10780.686744213104
1240,10862.731246948242
1241,10786.210075080395
1242,10993.20407485962
1243,10780.142919063568
1244,10829.474402666092
1245,10820.646925926208
1246,10948.003490447998
1247,10734.994405031204
1248,11027.370350837708
1249,10761.682546257973
1250,10879.732320070267
1251,10902.782608032227
1252,10855.210197925568
1253,11039.459731578827
1254,10769.065451145172
1255,10795.362518310547
1256,10750.50479400158
1257,10910.430470705032
1258,10784.463721752167
1259,10888.15050125122
1260,10884.2138017416
1261,10925.88500404358
1262,10770.738101959229
1263,10921.535135030746
1264,10748.57984828949
1265,10737.40125387907
1266,10706.679902076721
1267,10792.67498588562
1268,10770.468648910522
1269,10786.29252231121
1270,11020.614062070847
1271,10749.65214896202
1272,10904.71792459488
1273,11151.667199373245
1274,10850.924638271332
1275,10810.048938393593
1276,10834.20813369751
1277,10825.87753868103
1278,10748.611271858215
1279,10873.999208211899
1280,11131.865201234818
1281,10788.222268819809
1282,11161.858695030212
1283,10763.073950767517
1284,10742.653035640717
1285,10856.209787607193
1286,10741.71218585968
1287,10790.302574396133
1288,10769.992780208588
1289,10884.10000705719
1290,10868.994364261627
1291,10801.270564079285
1292,10778.38345527649
1293,10997.340929031372
1294,10837.19371175766
1295,10733.398362159729
1296,11160.176124334335
1297,10962.809071779251
1298,10740.839360237122
1299,10783.82814693451
1300,10762.346002101898
1301,10778.054163873196
1302,10793.330619335175
1303,10738.428144454956
1304,10814.93974685669
1305,10747.195849895477
1306,10778.23739361763
1307,10883.271353244781
1308,10813.319120407104
1309,10812.721018791199
1310,10947.353175401688
1311,10768.745805978775
1312,10773.512614250183
1313,10774.903658866882
1314,10823.042873859406
1315,10752.83714389801
1316,10832.657161712646
1317,10729.34039592743
1318,10772.989494800568
1319,10743.290786504745
1320,10796.614793777466
1321,10914.204375267029
1322,10810.228306293488
1323,10756.690106391907
1324,10742.103148460388
1325,10756.433316230774
1326,10810.812176823616
1327,10836.640324115753
1328,11124.874297380447
1329,10711.392333984375
1330,10820.262693405151
1331,10739.117711544037
1332,10754.920644283295
1333,10738.669086575508
1334,10828.341638326645
1335,10796.82060432434
1336,10875.800792217255
1337,10942.711940288544
1338,10843.599885106087
1339,10763.799526810646
1340,10752.971739053726
1341,10868.724112033844
1342,10781.15811252594
1343,10719.151873350143
1344,10816.302310824394
1345,10763.626990318298
1346,10776.24882698059
1347,10810.661496639252
1348,10801.701484680176
1349,10860.52137184143
1350,11630.229249358177
1351,10817.37866973877
1352,10896.188934326172
1353,10804.122675418854
1354,10844.908869028091
1355,10857.541838407516
1356,10745.357416152954
1357,10807.427421092987
1358,10751.335042953491
1359,10743.225937843323
1360,10836.155941009521
1361,10835.238494873047
1362,10801.336398124695
