step,loss
302,20398.867394447327
303,23607.413940429688
304,19172.69845199585
305,17465.943818092346
306,20157.304512023926
307,20554.360525131226
308,19130.446338653564
309,24497.45353794098
310,20174.342186927795
311,25149.581005096436
312,19673.134225845337
313,19562.154821395874
314,34815.562284469604
315,17823.29057788849
316,20162.72109603882
317,18612.26265525818
318,24829.951028823853
319,27873.849948883057
320,22596.96142578125
321,26083.088150024414
322,20465.543045043945
323,26308.14419746399
324,19334.840690612793
325,19764.28671836853
326,22471.90176296234
327,21683.55556678772
328,29153.72627067566
329,20879.237367630005
330,20637.84414291382
331,17634.709449768066
332,23892.244055747986
333,20013.384852409363
334,20313.61071205139
335,22042.344497680664
336,23014.832153320312
337,23800.605646133423
338,19969.382142066956
339,26752.928785324097
340,25967.55115890503
341,19856.173780441284
342,30280.50085067749
343,21789.444190979004
344,25086.711694717407
345,19715.992590904236
346,20249.314732551575
347,20740.27834224701
348,28400.021368026733
349,17957.045930862427
350,20251.705328941345
351,17473.045083999634
352,19222.287992477417
353,20234.782037734985
354,20560.688945770264
355,21268.46072769165
356,22258.54119491577
357,22055.255752563477
358,18650.77663040161
359,20508.71988582611
360,16490.807067871094
361,17015.4829082489
362,55310.61994552612
363,23348.759323120117
364,18779.03180885315
365,28718.95629310608
366,18867.500267982483
367,20376.1312789917
368,27514.20930671692
369,20132.104272842407
370,22666.63740348816
371,20608.59432220459
372,29932.76501941681
373,21141.252161026
374,16686.721281051636
375,19973.612213134766
376,20034.10958957672
377,19459.079399108887
378,24211.500047683716
379,19664.847188949585
380,19176.741554260254
381,23351.14365196228
382,24498.474495887756
383,24332.603355407715
384,27316.731302261353
385,21815.607864379883
386,22463.92055606842
387,26673.937147140503
388,19392.239965438843
389,21860.607984542847
390,18880.176597595215
391,23603.657097816467
392,19752.572129249573
393,19139.508834838867
394,23198.361419677734
395,18883.78998184204
396,24891.365411758423
397,24345.9596118927
398,24221.515827178955
399,19652.85610961914
400,21379.224840164185
401,23500.289532661438
402,21502.839637756348
403,20739.224413871765
404,22778.85845184326
405,23718.65361404419
406,19009.081504821777
407,23485.203636169434
408,17706.682024002075
409,19863.99277114868
410,21367.877205848694
411,20492.763019561768
412,19861.136889457703
413,18130.399310112
414,21522.40690422058
415,16730.117316246033
416,20084.57557964325
417,19721.630075454712
418,21373.36906337738
419,18273.815024375916
420,17672.965105056763
421,21233.352075576782
422,16626.646406173706
423,20970.110728263855
424,18173.235264778137
425,58101.25344085693
426,21307.969608306885
427,19642.123929977417
428,14282.27698135376
429,21314.430607795715
430,24481.230377197266
431,23659.62996864319
432,19764.118753433228
433,21727.425659179688
434,19140.285071372986
435,24570.060549736023
436,22037.901496887207
437,18400.897431373596
438,23500.901889801025
439,17768.796335220337
440,23023.37796497345
441,17000.497517585754
442,28412.580786705017
443,19909.54727935791
444,17203.831874847412
445,14618.733619689941
446,18960.1455411911
447,21522.5060005188
448,16889.598741531372
449,20438.48988056183
450,18129.342593193054
451,21648.348203659058
452,21059.325023651123
453,18522.89063167572
454,18247.766061782837
455,15279.469581604004
456,21361.37448978424
457,17970.47156906128
458,16936.625038146973
459,15325.06499004364
460,20730.242880821228
461,21646.2704744339
462,17796.03542327881
463,17807.63686466217
464,19437.999146461487
465,20677.25891685486
466,19810.262201309204
467,24206.36933517456
468,18997.78604888916
469,20462.988849639893
470,20472.147527694702
471,21546.599012374878
472,18386.023504257202
473,19008.227926254272
474,19736.39134311676
475,19256.216459274292
476,20070.229417800903
477,26120.471552848816
478,19239.34196472168
479,19040.79348373413
480,14877.369986534119
481,20273.097646713257
482,16309.738554954529
483,18469.55434513092
484,22910.05924797058
485,18859.732717514038
486,18824.748673439026
487,18223.190049171448
488,17479.63185119629
489,16532.664419174194
490,19699.854751586914
491,20433.11472415924
492,19049.479565620422
493,16523.76113510132
494,21914.256340026855
495,19022.999061584473
496,16166.123574256897
497,18109.83063030243
498,28132.862867355347
499,17131.745962142944
500,21720.16392326355
501,18826.848987579346
502,17239.609283447266
503,20341.362182617188
504,16487.399265289307
505,17918.640937805176
506,18968.156023025513
507,18679.846355438232
508,17717.273307800293
509,25710.064643859863
510,47501.16553401947
511,21127.61034965515
512,18563.38066959381
513,23260.592439174652
514,18632.34698677063
515,20051.949540138245
516,18195.21232318878
517,21163.83417415619
518,16201.11145401001
519,18840.645285606384
520,19514.095385551453
521,18684.12930870056
522,16056.498559951782
523,19458.37557029724
524,20985.800106048584
525,26356.734943389893
526,19975.569674491882
527,19344.374952316284
528,21573.115573883057
529,24015.53736591339
530,18179.365856170654
531,19758.398922920227
532,21605.814823150635
533,16850.241936683655
534,17793.946853637695
535,19128.550323486328
536,19772.86504840851
537,22075.513889312744
538,19839.267156600952
539,18418.477312088013
540,16599.28867340088
541,17344.217880249023
542,15778.830430984497
543,17692.801195144653
544,15883.835914611816
545,14731.844758033752
546,17831.678626060486
547,17931.287172317505
548,15442.78409576416
549,17291.632759571075
550,16126.668367385864
551,15843.754988193512
552,21194.514424324036
553,20126.51997947693
554,29066.09246635437
555,17649.738198280334
556,15984.459652900696
557,16834.555939674377
558,19865.548782348633
559,19634.212419509888
560,17844.977619171143
561,18519.54162788391
562,21511.878370285034
563,19656.205709457397
564,18367.165056228638
565,16220.385941505432
566,21202.5142660141
567,15751.384432792664
568,17834.521867752075
569,19648.05698776245
570,20405.277863502502
571,19931.640258789062
572,16630.523550987244
573,16023.40383720398
574,15581.259943008423
575,22028.961164474487
576,43135.9911737442
577,18060.422380447388
578,19604.249360084534
579,22986.430200576782
580,16684.11302280426
581,17895.02144050598
582,14552.149147033691
583,16967.084859848022
584,17389.542273521423
585,17862.90692806244
586,20028.609786987305
587,17977.40961742401
588,18243.72741127014
589,15334.454856872559
590,17857.583186149597
591,18203.980756759644
592,16598.534353256226
593,17616.58167743683
594,20272.41051673889
595,18087.57079601288
596,15977.811533927917
597,17686.414011478424
598,14794.954635620117
599,17136.799036979675
600,19849.006938934326
601,15964.176118850708
602,16518.99954032898
603,15698.96778011322
604,17214.058965682983
605,14358.773816108704
606,16973.199073791504
607,16101.592960357666
608,17607.680368423462
609,31301.39706993103
610,15385.240741729736
611,18371.952713012695
612,16525.429801940918
613,16992.945014953613
614,16035.711763381958
615,14917.591299057007
616,15333.532483100891
617,16931.291053771973
618,17758.74308681488
619,16891.371633529663
620,17853.97177886963
621,16739.46664237976
622,15427.297719955444
623,17862.5266828537
624,15243.294489860535
625,21018.47908592224
626,16927.347427368164
627,14998.769432067871
628,20315.328585624695
629,20836.34480381012
630,16280.614288330078
631,16466.418661117554
632,16516.752880096436
633,16397.926612854004
634,22443.2594165802
635,19145.287549972534
636,21854.65990638733
637,16836.23472213745
638,14480.616313934326
639,20691.224745750427
640,19674.239515304565
641,15263.98867893219
642,17406.4038105011
643,22408.5772857666
644,15860.636415481567
645,14228.497674942017
646,15264.691202163696
647,14869.377914428711
648,20705.60557460785
649,18322.486050605774
650,18780.55351448059
651,14528.327838897705
652,17711.295705795288
653,15124.706856250763
654,13165.280665397644
655,16952.884100914
656,18283.991562843323
657,16090.254542350769
658,15637.882829666138
659,15822.570293426514
660,17875.65975379944
661,16504.717924118042
662,13814.873086452484
663,18461.594098091125
664,18571.295797348022
665,25847.626111984253
666,16912.817227363586
667,15355.551613330841
668,14719.99089050293
669,16591.697666168213
670,16574.45667076111
671,19368.522874832153
672,15416.932105064392
673,14251.693171024323
674,17516.398215293884
675,23816.273750305176
676,18185.533482551575
677,17214.43550300598
678,14584.458361148834
679,14440.429811477661
680,17929.293250083923
681,17204.197279930115
682,18818.304100990295
683,18139.675492286682
684,15203.98639011383
685,19455.30851125717
686,16637.586696624756
687,17013.149879455566
688,14697.23332118988
689,16697.071933746338
690,17485.476624965668
691,18071.408221244812
692,18673.270403862
693,13659.633655548096
694,18496.256978988647
695,19556.181288719177
696,19132.23693752289
697,14193.297379493713
698,17560.429579734802
699,19301.833168029785
700,17104.30912923813
701,14858.901048660278
702,18537.966722488403
703,18987.111090660095
704,15504.9751663208
705,16035.521475791931
706,17485.14429473877
707,15151.318374633789
708,15820.734237670898
709,18085.87366104126
710,16318.522497177124
711,15721.90908241272
712,16157.002651691437
713,16012.715762138367
714,14596.243667125702
715,14981.728707313538
716,18280.78098487854
717,14421.493502616882
718,17321.30719280243
719,19771.353583335876
720,21790.922296524048
721,15996.329155921936
722,18112.11679458618
723,14815.553515434265
724,14652.021198272705
725,15618.812773704529
726,13747.001133918762
727,16761.2527885437
728,18585.60821533203
729,15912.441455841064
730,13619.263605117798
731,20127.72032213211
732,16869.345739364624
733,15899.550312042236
734,15928.946943283081
735,16014.492897033691
736,18156.02708721161
737,16091.934969902039
738,17515.152198791504
739,15020.572840690613
740,17883.61145210266
741,14576.387572288513
742,15439.079205513
743,17310.159057617188
744,15011.966418266296
745,15091.062116622925
746,13900.714767456055
747,17176.221289634705
748,14948.172201633453
749,13792.31118106842
750,14048.877169132233
751,17468.96787071228
752,16807.093200683594
753,19150.616424560547
754,16824.198451042175
755,15473.527172088623
756,15162.517053604126
757,19174.40174484253
758,18143.463832855225
759,14888.392393112183
760,17259.19558906555
761,17273.54181957245
762,19971.465586662292
763,15052.892154693604
764,15478.02829694748
765,14198.830545425415
766,19146.44031047821
767,16536.143920898438
768,18800.603596687317
769,16017.526228904724
770,16739.521503448486
771,21215.70911502838
772,17603.041613578796
773,15613.133263587952
774,16829.690088748932
775,16458.720905303955
776,13483.383472442627
777,19411.945130825043
778,16457.675443649292
779,15928.264052391052
780,15555.046527862549
781,16991.97567176819
782,18257.62677383423
783,17186.07261633873
784,15432.645258426666
785,16461.815128326416
786,14789.597333908081
787,18326.587873458862
788,15038.254413604736
789,22585.99351501465
790,14987.177387237549
791,13910.436788082123
792,15896.514346122742
793,16331.337467193604
794,14115.441388607025
795,19955.365159988403
796,17819.04337120056
797,17904.70139312744
798,15248.975613594055
799,15682.080821990967
800,13777.607202529907
801,15685.023065567017
802,19541.59014558792
803,16062.644882202148
804,18431.85246372223
805,17127.523693084717
806,14110.172724723816
807,17683.674478054047
808,17513.77232170105
809,18438.67539858818
810,16740.875102996826
811,17619.94227218628
812,15218.988822937012
813,15080.68242263794
814,15248.822783470154
815,21799.483162879944
816,17406.406393051147
817,15192.769025802612
818,14775.24917602539
819,15370.775424003601
820,16951.552216529846
821,15576.137428283691
822,16587.420052051544
823,13891.743607521057
824,18127.780294895172
825,14339.692541122437
826,16422.945735931396
827,16193.342734336853
828,17949.143661499023
829,18597.06951904297
830,15060.593976020813
831,15801.232490062714
832,16720.583300590515
833,14458.685368537903
834,13354.177394390106
835,16502.547423362732
836,14370.608572006226
837,14265.762601852417
838,17814.30911397934
839,18805.597268104553
840,16998.893719673157
841,13745.249976158142
842,19021.38702583313
843,15310.894036531448
844,13774.7068567276
845,20077.17042160034
846,12573.164210319519
847,13642.813236236572
848,15564.237958908081
849,20065.006116867065
850,16417.91774892807
851,18938.65333175659
852,16212.593428134918
853,14826.44490480423
854,15817.826454162598
855,17176.816081523895
856,19319.32670402527
857,16079.163708686829
858,17271.384112358093
859,13379.33120059967
860,17967.937153816223
861,16296.538661003113
862,13907.797258377075
863,14106.192657470703
864,14006.70101070404
865,13779.840139389038
866,14438.723779201508
867,15516.553935050964
868,15571.341861724854
869,22219.73251438141
870,15880.838691711426
871,14152.217957735062
872,13863.711513519287
873,18304.70382833481
874,16988.52258872986
875,14251.312599182129
876,14037.629068374634
877,15172.644698143005
878,14853.71560049057
879,25645.98730134964
880,14221.967203140259
881,14806.846044063568
882,13745.31239414215
883,13238.450742721558
884,15147.59178853035
885,14285.069120883942
886,16067.17669582367
887,14485.289678573608
888,14945.37792801857
889,15191.686679840088
890,17584.756866455078
891,16818.977724552155
892,14289.14820098877
893,14598.798261642456
894,16575.224235534668
895,13974.847742080688
896,13262.68964767456
897,18314.928312778473
898,14711.55647945404
899,16733.664167404175
900,24966.1994805336
901,29819.333042144775
902,14534.974436759949
903,22631.080711364746
904,17325.58376312256
905,16736.6767578125
906,17783.645525932312
907,14696.328327655792
908,14676.346596240997
909,15496.653100013733
910,17232.652572155
911,15236.460088729858
912,15273.720983505249
913,15168.818227767944
914,15757.203281879425
915,16802.457490444183
916,15714.13931941986
917,15988.400712490082
918,15009.380623817444
919,14016.690165519714
920,16600.266795635223
921,20806.849744796753
922,15011.797313690186
923,13316.304635047913
924,15487.522030353546
925,14076.699645757675
926,16530.20445919037
927,16126.112212181091
928,15789.014900922775
929,17186.961035728455
930,17173.217776298523
931,15533.584284305573
932,15317.000391960144
933,18043.54294347763
934,15014.373798847198
935,16383.071756362915
936,16770.210755348206
937,12276.705975532532
938,13734.839020252228
939,18315.873118400574
940,20319.864513397217
941,15218.722047805786
942,13039.475005149841
943,18014.682859420776
944,14768.582668304443
945,14918.06351184845
946,13291.078817367554
947,18252.79260492325
948,13897.960792541504
949,14756.514746904373
950,15682.21471118927
951,12807.314670562744
952,14978.072810173035
953,17688.889456748962
954,16827.451779842377
955,32766.030378341675
956,17840.470731258392
957,14472.410899162292
958,14012.693220376968
959,16044.02705669403
960,12939.55731523037
961,17593.91426372528
962,14924.335927963257
963,14536.441969871521
964,14241.610209941864
965,12683.106008052826
966,14959.050539016724
967,14004.00355052948
968,15890.443169593811
969,15185.788166999817
970,14793.250759124756
971,13500.826858520508
972,13465.293791294098
973,15030.516691207886
974,15745.166155576706
975,16717.94053030014
976,13253.529900550842
977,14838.132197380066
978,13517.953788757324
979,15802.893673419952
980,14407.091167449951
981,17171.217495918274
982,13800.076932430267
983,15710.055799007416
984,14732.238584518433
985,14929.292331695557
986,14506.069566726685
987,15007.78117275238
988,16126.068685531616
989,14607.32533454895
990,16149.913346767426
991,17231.103947162628
992,13894.241666793823
993,14372.329014003277
994,14169.60080909729
995,15492.966502189636
996,15264.948650360107
997,12738.31547665596
998,13494.987792015076
999,15601.631412029266
1000,13596.430069446564
1001,17777.48903465271
1002,19250.38640022278
1003,20829.099110126495
1004,14693.374220371246
1005,14163.611786603928
1006,13789.959031581879
1007,14647.358824968338
1008,16672.443541526794
1009,13499.841465950012
1010,16517.006872177124
1011,13467.442003250122
1012,16406.62556886673
1013,14307.167812347412
1014,17006.592735290527
1015,15602.468678951263
1016,19363.586221694946
1017,16225.943151712418
1018,16004.15543860197
1019,14398.499168872833
1020,14747.0347738266
1021,16345.457960128784
1022,14217.670682430267
1023,14895.382383823395
1024,14562.981606960297
1025,13967.449472427368
1026,14885.372931480408
1027,15136.62420129776
1028,14670.045794010162
1029,13538.689304828644
1030,13349.12816810608
1031,13488.473230361938
1032,13973.480242967606
1033,15388.013570785522
1034,14147.320113182068
1035,16568.90729546547
1036,13037.58426451683
1037,12601.232301712036
1038,14465.202847957611
1039,15425.662432670593
1040,14510.970157623291
1041,13144.014837265015
1042,13490.454953193665
1043,12700.728264808655
1044,14054.510973632336
1045,14279.993185043335
1046,14358.807677984238
1047,14202.711912155151
1048,13616.25237417221
1049,14677.821117639542
1050,19666.914311170578
1051,13719.29885673523
1052,23937.05528306961
1053,14037.299372434616
1054,15026.723250865936
1055,14972.065580129623
1056,13426.864845275879
1057,13206.531768798828
1058,16122.222390174866
1059,14680.51511001587
1060,12516.849786758423
1061,13923.154029369354
1062,17888.921025276184
1063,16403.830159187317
1064,15662.87422466278
1065,12979.335395812988
1066,14917.82416343689
1067,14396.029692173004
1068,13718.977484285831
1069,15845.357239603996
1070,12558.587364196777
1071,17217.743722438812
1072,14738.50042963028
1073,12786.325223088264
1074,15148.095559120178
1075,12801.12475156784
1076,13910.987541675568
1077,14575.94746017456
1078,15277.041589260101
1079,15691.920412063599
1080,17729.292315006256
1081,16345.51372051239
1082,16471.311656951904
1083,14566.659507274628
1084,15453.494996547699
1085,13851.170749664307
1086,13205.519328832626
1087,13244.023115634918
1088,15766.296864509583
1089,12409.737571716309
1090,13715.99263817072
1091,16524.978905677795
1092,13204.641149044037
1093,14408.821290493011
1094,14273.172993659973
1095,13599.301891326904
1096,17826.266302108765
1097,16106.724149107933
1098,13296.730003118515
1099,12505.309378623962
1100,15196.265327870846
1101,13251.515671730042
1102,13600.208838760853
1103,18256.134422302246
1104,13322.940004348755
1105,14909.062601089478
1106,13426.957132816315
1107,14637.628310203552
1108,15328.785664021969
1109,14407.59315419197
1110,15399.400101661682
1111,14780.925457000732
1112,12780.632016181946
1113,13181.960547208786
1114,16378.632737159729
1115,13759.27266740799
1116,14455.778046607971
1117,13425.720415830612
1118,13428.91554403305
1119,16327.666890144348
1120,13656.577315330505
1121,14220.909698009491
1122,12919.216772079468
1123,14448.845199108124
1124,18063.067356586456
1125,15038.888087272644
1126,15112.738934755325
1127,16550.079476356506
1128,14349.130412101746
1129,13907.942662000656
1130,12921.164373636246
1131,16575.896791934967
1132,14263.854837417603
1133,15207.624390602112
1134,14766.82996559143
1135,13037.749677658081
1136,16383.017340660095
1137,13646.16372871399
1138,14728.661472320557
1139,14516.955379366875
1140,15281.653607845306
1141,13875.641990661621
1142,14876.284622907639
1143,16320.735679149628
1144,15718.798336029053
1145,15329.556342124939
1146,15828.97470331192
1147,13829.513770103455
1148,15846.26991891861
1149,13146.26366853714
1150,14749.165010154247
1151,12379.564103126526
1152,13359.516520500183
1153,17659.781276226044
1154,13279.75059223175
1155,13679.818543195724
1156,15007.7067861557
1157,16155.721457958221
1158,13363.055255889893
1159,12892.41419172287
1160,12995.112014770508
1161,14284.149807810783
1162,13109.175728321075
1163,13963.444835662842
1164,13484.957755088806
1165,13931.09622657299
1166,12520.847212314606
1167,13435.798039913177
1168,19536.408170700073
1169,13242.166711330414
1170,14040.510049700737
1171,14239.673063755035
1172,13770.196072340012
1173,13402.442552626133
1174,13360.258255958557
1175,13119.02695941925
1176,13783.94378232956
1177,13233.290318489075
1178,12371.666748642921
1179,16562.57995724678
1180,16352.72922372818
1181,12809.157754898071
1182,14673.280779361725
1183,14892.661834716797
1184,15410.389162778854
1185,14867.692921757698
1186,13770.573010444641
1187,15633.98062324524
1188,13407.055347681046
1189,16609.344071388245
1190,12888.474595069885
1191,13736.374777913094
1192,12447.61126279831
1193,14729.354947090149
1194,14613.332681655884
1195,13128.416747927666
1196,12912.06322479248
1197,13289.030560016632
1198,15749.659401893616
1199,14161.675798416138
1200,12575.708248138428
1201,14727.114258766174
1202,13453.735907435417
1203,13783.890125751495
1204,13506.19591653347
1205,14623.062675237656
1206,13378.83444750309
1207,12686.862778782845
1208,12831.275845527649
1209,15162.3945479393
1210,12454.079645037651
1211,13158.332282066345
1212,11876.396787166595
1213,12634.868058383465
1214,16853.353359222412
1215,16078.175297260284
1216,13392.938945114613
1217,13242.704939484596
1218,15255.970481097698
1219,16456.192598819733
1220,12799.377115249634
1221,14990.077861070633
1222,13049.139529705048
1223,14528.531540870667
1224,14004.17131948471
1225,12332.311586380005
1226,12612.500963687897
1227,15742.946969509125
1228,13507.195624351501
1229,13868.099104464054
1230,14555.63391059637
1231,16931.296983718872
1232,12998.508534908295
1233,12829.492964744568
1234,20794.760696411133
1235,12587.155737400055
1236,22367.181017816067
1237,15725.11544585228
1238,13621.936822652817
1239,15350.220630645752
1240,16687.659016132355
1241,15553.069153249264
1242,14397.154921531677
1243,13656.545513153076
1244,13621.643690824509
1245,13616.40944468975
1246,15768.316456377506
1247,16383.640181541443
1248,14079.329281806946
1249,12952.176672577858
1250,13888.962284564972
1251,12218.112684488297
1252,15548.433599472046
1253,13878.242509841919
1254,15161.542437076569
1255,13545.436623930931
1256,12522.81666764617
1257,13699.14073562622
1258,12640.081961214542
1259,14041.92558670044
1260,12786.802236437798
1261,12449.259334087372
1262,21408.71203660965
1263,16270.025537967682
1264,14414.487495422363
1265,13331.259733438492
1266,13699.168049573898
1267,14205.246449947357
1268,12172.963145256042
1269,14950.278364181519
1270,13107.892034292221
1271,13986.178680896759
1272,14510.954516172409
1273,14530.539152145386
1274,12986.522582232952
1275,12771.046094298363
1276,12661.321684122086
1277,13071.759999513626
1278,15513.885009527206
1279,14111.380738079548
1280,13538.183109760284
1281,13393.685469388962
1282,12203.254655241966
1283,14459.219115614891
1284,12306.217537164688
1285,13249.838316202164
1286,15655.84581398964
1287,13604.096177339554
1288,12466.933692216873
1289,15403.448647499084
1290,13143.311443567276
1291,13722.848387479782
1292,13112.390665769577
1293,12305.7942943573
1294,29859.14310014248
1295,12577.847003757954
1296,13958.793747663498
1297,14935.369758963585
1298,15890.186452925205
1299,12981.14042520523
1300,13738.231857299805
1301,14307.999519109726
1302,13236.368695139885
1303,12832.69866514206
1304,12549.06126999855
1305,14676.850622653961
1306,14730.507642269135
1307,12837.544021368027
1308,14114.361220240593
1309,13246.757490813732
1310,15666.363987088203
1311,12965.648969173431
1312,14705.475197851658
1313,12606.324468195438
1314,16050.483569145203
1315,12663.195481300354
1316,13952.860111773014
1317,12237.1239772439
1318,12725.980502843857
1319,12909.913228034973
1320,13718.422409057617
1321,14094.561093330383
1322,13529.682096779346
1323,16319.98569047451
1324,13290.839233398438
1325,15903.278697490692
1326,13890.870173215866
1327,14370.146664142609
1328,15041.28939384222
1329,13992.553395271301
1330,12978.724654436111
1331,15172.525277137756
1332,14769.193843126297
1333,14741.116105675697
1334,13040.709595680237
1335,13303.231299519539
1336,15543.546169281006
1337,12153.47118639946
1338,12962.472170650959
1339,17299.517709732056
1340,12771.310382723808
1341,12446.635372877121
1342,12475.278341412544
1343,15443.242801427841
1344,13143.511830806732
1345,13849.17364782095
1346,13419.981287956238
1347,17371.092330932617
1348,14453.596299290657
1349,12373.92260503769
1350,13429.170007288456
1351,12796.089974880219
1352,12566.485053539276
1353,13610.56549692154
1354,14122.910469532013
1355,13760.145320415497
1356,14972.336368083954
1357,13361.455091953278
1358,15329.913620948792
1359,12622.48037815094
1360,14949.803920269012
1361,14606.355859279633
1362,14415.996468186378
