entity_type,entity_id,season,mu
driver,10,4,-0.35765132308006287
driver,13,4,0.2577013373374939
driver,15,4,-0.5842107534408569
driver,16,4,-0.5112428069114685
driver,17,4,0.09029483795166016
driver,18,4,0.40304988622665405
driver,20,4,1.0223079919815063
driver,22,4,-0.26971009373664856
driver,24,4,-0.7625315189361572
driver,30,4,-0.596624493598938
driver,37,4,-0.13992942869663239
driver,39,4,-0.49649810791015625
driver,67,4,-0.120470330119133
driver,153,4,-0.3194577693939209
driver,154,4,0.28592202067375183
driver,155,4,-0.05593794584274292
driver,807,4,0.28872326016426086
driver,808,4,-0.019939454272389412
driver,811,4,-0.04781632125377655
driver,812,4,-0.8598971962928772
driver,813,4,-0.7422776222229004
driver,814,4,-0.36526909470558167
driver,815,4,0.45051753520965576
driver,816,4,-0.784418523311615
driver,817,4,0.44816306233406067
driver,818,4,-0.13119065761566162
driver,819,4,-0.21248207986354828
driver,820,4,-0.6823367476463318
driver,821,4,-0.10303665697574615
driver,822,4,0.6055261492729187
driver,823,4,-0.4241446554660797
driver,824,4,-0.4312334358692169
driver,825,4,0.2919847071170807
driver,826,4,0.2707422971725464
driver,827,4,-0.04989481717348099
driver,828,4,0.08037000894546509
driver,829,4,-0.3230164349079132
driver,830,4,0.6293063163757324
driver,831,4,0.4308394193649292
driver,832,4,0.640914261341095
driver,833,4,0.02531064674258232
driver,834,4,0.20851421356201172
driver,835,4,-0.3181886672973633
driver,836,4,-0.20297349989414215
driver,837,4,-0.6943120956420898
driver,838,4,0.06991903483867645
driver,839,4,0.3161482810974121
driver,840,4,-0.21589672565460205
driver,841,4,0.024463415145874023
driver,842,4,0.4105244576931
driver,843,4,-0.3117225468158722
driver,844,4,0.2875843048095703
driver,845,4,-0.5034304261207581
driver,846,4,0.5382472276687622
driver,847,4,-0.2111147940158844
driver,848,4,0.3483175039291382
driver,849,4,-0.26525476574897766
driver,850,4,-0.4272307753562927
driver,851,4,0.03136327862739563
driver,852,4,-0.04168161749839783
driver,853,4,-0.15212804079055786
driver,854,4,0.06642234325408936
driver,855,4,-0.13650661706924438
driver,856,4,-0.29468560218811035
driver,857,4,0.4421430826187134
driver,858,4,-0.2019147127866745
driver,859,4,0.45539164543151855
driver,860,4,0.34659165143966675
driver,861,4,0.23889212310314178
driver,862,4,0.034074123948812485
constructor,1,4,-0.37279367446899414
constructor,3,4,0.44032180309295654
constructor,4,4,-0.14444182813167572
constructor,5,4,0.02235434576869011
constructor,6,4,0.8353734016418457
constructor,9,4,0.8336210250854492
constructor,10,4,0.27241113781929016
constructor,15,4,-0.08013916015625
constructor,131,4,1.7184747457504272
constructor,164,4,-0.8513035178184509
constructor,166,4,-0.5388739109039307
constructor,205,4,-0.4843025207519531
constructor,206,4,-0.4716283977031708
constructor,207,4,-1.164982795715332
constructor,208,4,0.23282085359096527
constructor,209,4,-0.6785417199134827
constructor,210,4,0.43163001537323
driver,1,5,0.8200495839118958
driver,2,5,-0.3975571393966675
driver,3,5,0.6672175526618958
driver,4,5,0.7109512686729431
driver,5,5,-0.30983781814575195
driver,8,5,0.43663379549980164
driver,9,5,-0.16151663661003113
driver,10,5,-0.3219567537307739
driver,13,5,0.38100510835647583
